test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,access web app,00:00:05,global information,567,467,100,93.4,15.26,379.44,615.1,403.71,442.88,512.26,578.56,114.99,25.127,25.133,25.127,11.5
