test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,access web app,00:00:05,global information,575,575,0,115,19.88,422.36,1284.72,394.5,539.14,744.45,951.81,191.22,25.127,25.133,25.127,14.1
